NO,共通ID,施設・場所名,住所,洪水,崖崩れ、土石流及び地滑り,高潮,地震,津波,大規模な火事,内水氾濫,火山現象,指定避難所との住所同一,緯度,経度,備考
665,E2710000620202,新北島小学校（運動場）,大阪府大阪市住之江区新北島6-2-56,,,,1,,,,,1,34.60568225,135.4629435,
666,E2710000621201,新北島西公園,大阪府大阪市住之江区新北島7-3,,,,1,,,,,,34.60931179,135.4606149,
667,E2710000623201,大和川北公園,大阪府大阪市住之江区新北島8-1,,,,1,,,,,,34.60703219,135.4609634,
668,E2710000624201,市営新北島第２住宅１号館,大阪府大阪市住之江区新北島8-2,1,,,,1,,,,,34.606148,135.460812,
669,E2710000625202,新北島中学校（運動場）,大阪府大阪市住之江区新北島8-2-46,,,,1,,,,,1,34.6067287,135.4597092,
670,E2710000625201,新北島中学校,大阪府大阪市住之江区新北島8-2-46,1,,,,1,,,,1,34.60704164,135.4598393,
671,E2710000626201,市営中加賀屋住宅８号館,大阪府大阪市住之江区西加賀屋1-3,1,,,,1,,,,,34.61999148,135.47839,
672,E2710000627201,加賀屋中学校,大阪府大阪市住之江区西加賀屋2-9-20,1,,,,1,,,,1,34.61938804,135.4761417,
673,E2710000627202,加賀屋中学校（運動場）,大阪府大阪市住之江区西加賀屋2-9-20,,,,1,,,,,1,34.61921587,135.4767658,
674,E2710000628201,ハイネス住之江公園,大阪府大阪市住之江区西加賀屋3-19-4,1,,,,1,,,,,34.616624,135.474434,
675,E2710000629201,シャルマンハイツ,大阪府大阪市住之江区西加賀屋3-4-1,1,,,,1,,,,,34.61613461,135.4779303,
676,E2710000630201,西加賀屋公園,大阪府大阪市住之江区西加賀屋3-8,,,,1,,,,,,34.61621317,135.4765374,
677,E2710000631202,住吉川小学校（運動場）,大阪府大阪市住之江区西加賀屋4-1-4,,,,1,,,,,1,34.61476283,135.478129,
678,E2710000631201,住吉川小学校,大阪府大阪市住之江区西加賀屋4-1-4,1,,,,1,,,,1,34.61482906,135.4787012,
679,E2710000632201,朝日プラザ住之江公園,大阪府大阪市住之江区西加賀屋4-3-5,1,,,,1,,,,,34.6148522,135.4760674,
680,E2710000633202,浜口東公園,大阪府大阪市住之江区西住之江1-3,,,,1,,,,,,34.6068509,135.4860599,
681,E2710000633201,西住之江公園,大阪府大阪市住之江区西住之江1-3,,,,1,,,,,,34.60534086,135.4855878,
682,E2710000634201,シティハイツ住ノ江２号棟,大阪府大阪市住之江区西住之江1-3-2,1,,,,1,,,,,34.60661931,135.4858655,
683,E2710000635201,シティハイツ住ノ江３号棟,大阪府大阪市住之江区西住之江1-4-3,1,,,,1,,,,,34.60658399,135.4849482,
684,E2710000636201,ライオンズマンション住之江,大阪府大阪市住之江区西住之江2-10-7,1,,,,1,,,,,34.60287975,135.4856786,
685,E2710000637201,西住之江中公園,大阪府大阪市住之江区西住之江2-15,,,,1,,,,,,34.60202375,135.4854579,
686,E2710000638201,セリザー住之江,大阪府大阪市住之江区西住之江3-1-21,1,,,,1,,,,,34.6015575,135.484397,
687,E2710000639201,西住之江南公園,大阪府大阪市住之江区西住之江3-13,,,,1,,,,,,34.60010402,135.4828946,
688,E2710000640201,グリーンビル,大阪府大阪市住之江区西住之江3-2-1,1,,,,1,,,,,34.60167174,135.4840206,
689,E2710002986201,株式会社一二三工業所,大阪府大阪市住之江区西住之江3-3-9,1,,,,1,,,,,34.601183,135.482867,
690,E2710000641201,大きな手　西住之江,大阪府大阪市住之江区西住之江3-4-16,1,,,,1,,,,,34.60136421,135.4831583,
691,E2710000642201,プレミスト住之江,大阪府大阪市住之江区西住之江3-5-3,1,,,,1,,,,,34.60090715,135.4846889,
692,E2710000643201,ニュートラム　住之江公園駅,大阪府大阪市住之江区泉1-1,1,,,,1,,,,,34.60925797,135.4719044,
693,E2710000644201,住之江競艇場,大阪府大阪市住之江区泉1-1-71,1,,,,1,,,,,34.61152637,135.4710229,
694,E2710000645201,平林泉公園,大阪府大阪市住之江区泉2-1,,,,1,,,,,,34.613252,135.462368,
695,E2710000646201,市営中加賀屋住宅１２号館,大阪府大阪市住之江区中加賀屋1-1,1,,,,1,,,,,34.62140562,135.4819274,
696,E2710000647201,市営中加賀屋住宅１１号館,大阪府大阪市住之江区中加賀屋1-11,1,,,,1,,,,,34.62120697,135.4808116,
697,E2710000648201,市営中加賀屋住宅１０号館,大阪府大阪市住之江区中加賀屋1-12,1,,,,1,,,,,34.62103922,135.4795027,
698,E2710000649201,市営中加賀屋住宅９号館,大阪府大阪市住之江区中加賀屋1-13,1,,,,1,,,,,34.62054111,135.4796261,
699,E2710000650201,コーシャハイツ中加賀屋,大阪府大阪市住之江区中加賀屋1-4-16,1,,,,1,,,,,34.62016691,135.4815704,
700,E2710000651201,中加賀屋公園,大阪府大阪市住之江区中加賀屋1-5,,,,1,,,,,,34.61950909,135.4816208,
701,E2710000652201,市営中加賀屋住宅３号館,大阪府大阪市住之江区中加賀屋1-7,1,,,,1,,,,,34.619643,135.48043,
702,E2710000653201,市営中加賀屋住宅２号館,大阪府大阪市住之江区中加賀屋1-8,1,,,,1,,,,,34.620039,135.480535,
703,E2710000654201,市営中加賀屋住宅１号館,大阪府大阪市住之江区中加賀屋1-9,1,,,,1,,,,,34.620468,135.480556,
704,E2710000655201,加賀屋公園,大阪府大阪市住之江区中加賀屋3-17,,,,1,,,,,,34.61589939,135.4784947,
705,E2710000656201,ファミール中加賀屋,大阪府大阪市住之江区中加賀屋3-3-6,1,,,,1,,,,,34.61598489,135.4812311,
706,E2710000657201,ライフ加賀屋店,大阪府大阪市住之江区中加賀屋4-6-28,1,,,,1,,,,,34.614788,135.479672,
707,E2710002999201,市営東加賀屋住宅４号館,大阪府大阪市住之江区東加賀屋1-16,1,,,,1,,,,,34.620115,135.483044,
708,E2710002998201,市営東加賀屋住宅３号館,大阪府大阪市住之江区東加賀屋1-17,1,,,,1,,,,,34.619648,135.482956,
709,E2710000658201,東加賀屋１公園,大阪府大阪市住之江区東加賀屋1-3,,,,1,,,,,,34.61865297,135.4850102,
710,E2710000659201,市営東加賀屋住宅１号館,大阪府大阪市住之江区東加賀屋1-4,1,,,,1,,,,,34.61880074,135.4839947,
711,E2710000660201,市営東加賀屋住宅２号館,大阪府大阪市住之江区東加賀屋1-5,1,,,,1,,,,,34.61923637,135.4841562,
712,E2710000661202,加賀屋東小学校（運動場）,大阪府大阪市住之江区東加賀屋1-6-25,,,,1,,,,,1,34.61978767,135.4844777,
713,E2710000661201,加賀屋東小学校,大阪府大阪市住之江区東加賀屋1-6-25,1,,,,1,,,,1,34.62018057,135.4843579,
714,E2710000662201,東加賀屋公園,大阪府大阪市住之江区東加賀屋2-14,,,,1,,,,,,34.61753547,135.4822219,
715,E2710000663201,住之江公園,大阪府大阪市住之江区南加賀屋1-1,,,,1,,,,,,34.61130658,135.4755088,
716,E2710000664201,南加賀屋公園,大阪府大阪市住之江区南加賀屋3-1,,,,1,,,,,,34.60641015,135.4754337,
717,E2710000666201,南加賀屋西公園,大阪府大阪市住之江区南加賀屋4-6,,,,1,,,,,,34.60312566,135.4732774,
718,E2710000667201,ニュートラム　ポートタウン東駅,大阪府大阪市住之江区南港中2-1-14,1,,,,1,,,,,34.6309014,135.4291254,
719,E2710000668202,市営南港中住宅２１号館,大阪府大阪市住之江区南港中2-5,1,,,,1,,,,,34.62822336,135.4298296,
720,E2710000668201,市営南港中住宅２２号館,大阪府大阪市住之江区南港中2-5,1,,,,1,,,,,34.62779960085,135.42894983544,
721,E2710000669201,南港緑公園,大阪府大阪市住之江区南港中2-6,,,,1,,,,,,34.62879664,135.4281579,
722,E2710000670201,市営南港中住宅３２号館,大阪府大阪市住之江区南港中2-8,1,,,,1,,,,,34.627713356675,135.42714785092,
723,E2710000670202,市営南港中住宅３１号館,大阪府大阪市住之江区南港中2-8,1,,,,1,,,,,34.62850349,135.4271103,
724,E2710000671201,南港公園,大阪府大阪市住之江区南港中3-1,,,,1,,,,,,34.6301817,135.4253866,
725,E2710000672201,ニュートラム　ポートタウン西駅,大阪府大阪市住之江区南港中3-2-68,1,,,,1,,,,,34.63091042,135.4227079,
726,E2710000674201,咲洲みなみ小中一貫校（運動場）,大阪府大阪市住之江区南港中3-5-14,,,,1,,,,,1,34.628435,135.425916,
727,E2710000674202,咲洲みなみ小中一貫校,大阪府大阪市住之江区南港中3-5-14,1,,,,1,,,,1,34.62873574,135.4259671,
728,E2710000675201,南港海のまち公園,大阪府大阪市住之江区南港中3-6,,,,1,,,,,,34.62784185,135.4253084,
729,E2710000676202,南港北中学校（運動場）,大阪府大阪市住之江区南港中4-3-39,,,,1,,,,,1,34.63502342,135.4234906,
730,E2710000676201,南港北中学校,大阪府大阪市住之江区南港中4-3-39,1,,,,1,,,,1,34.63559942,135.4232956,
731,E2710000677201,南港光小学校,大阪府大阪市住之江区南港中4-4-22,1,,,,1,,,,1,34.633727,135.4234168,
732,E2710000677202,南港光小学校（運動場）,大阪府大阪市住之江区南港中4-4-22,,,,1,,,,,1,34.63430521,135.4234346,
733,E2710000678201,南港太陽のまち公園,大阪府大阪市住之江区南港中4-5,,,,1,,,,,,34.63377401,135.4248273,
734,E2710000679201,南港桜小学校,大阪府大阪市住之江区南港中5-2-48,1,,,,1,,,,1,34.63536141,135.4212098,
735,E2710000679202,南港桜小学校（運動場）,大阪府大阪市住之江区南港中5-2-48,,,,1,,,,,1,34.63466845,135.4206966,
736,E2710000680201,市営南港中住宅４５号館,大阪府大阪市住之江区南港中5-3,1,,,,1,,,,,34.635048,135.418967,
737,E2710000680205,市営南港中住宅４１号館,大阪府大阪市住之江区南港中5-3,1,,,,1,,,,,34.63511,135.419834,
738,E2710000680204,市営南港中住宅４２号館,大阪府大阪市住之江区南港中5-3,1,,,,1,,,,,34.63456,135.419851,
739,E2710000680203,市営南港中住宅４３号館,大阪府大阪市住之江区南港中5-3,1,,,,1,,,,,34.634536,135.418963,
740,E2710000680202,市営南港中住宅４４号館,大阪府大阪市住之江区南港中5-3,1,,,,1,,,,,34.634801,135.418091,
741,E2710000681201,ニュートラム　中ふ頭駅,大阪府大阪市住之江区南港中5-3-48,1,,,,1,,,,,34.63398415,135.4175042,
742,E2710000682201,南港花のまち公園,大阪府大阪市住之江区南港中5-4,,,,1,,,,,,34.63375952,135.4208126,
743,E2710000683201,ニュートラム　南港口駅,大阪府大阪市住之江区南港東1-7-69,1,,,,1,,,,,34.61384151,135.4458811,
744,E2710000684201,ニュートラム　南港東駅,大阪府大阪市住之江区南港東2-4-52,1,,,,1,,,,,34.61384151,135.4386284,
745,E2710000685201,大阪府立港南造形高等学校,大阪府大阪市住之江区南港東2-5-72,1,,,,1,,,,1,34.61338589,135.4415678,
746,E2710000685202,大阪府立港南造形高等学校（運動場）,大阪府大阪市住之江区南港東2-5-72,,,,1,,,,,1,34.61278104,135.4414999,
747,E2710000686201,大阪南港トラックターミナル管理棟,大阪府大阪市住之江区南港東4-10-108,1,,,,1,,,,,34.62153626,135.4390234,
748,E2710000687201,ニュートラム　フェリーターミナル駅,大阪府大阪市住之江区南港東4-8-52,1,,,,1,,,,,34.6185261,135.4349925,
749,E2710000688201,南港中央公園,大阪府大阪市住之江区南港東8-5,,,,1,,1,,,,34.63182901,135.432169,
750,E2710003033201,グランドプリンスホテル大阪ベイ,大阪府大阪市住之江区南港北1-13-11,1,,,,1,,,,,34.637092,135.41629,
751,E2710000689201,シーサイドレジデンスコスモスクエア駅前,大阪府大阪市住之江区南港北1-25-10,1,,,,1,,,,,34.641807,135.41426,
752,E2710000690201,ニュートラム　トレードセンター前駅,大阪府大阪市住之江区南港北1-30-21,1,,,,1,,,,,34.6386985,135.4121299,
753,E2710000691201,ローレルスクエア大阪ベイタワー,大阪府大阪市住之江区南港北1-30-30,1,,,,1,,,,,34.64212747,135.413087,
754,E2710002946201,インテックス大阪６号館,大阪府大阪市住之江区南港北1-5-102,1,,,,1,,,,,34.637613,135.421976,
755,E2710000693201,浜口西公園,大阪府大阪市住之江区浜口西2-6,,,,1,,,,,,34.61073095,135.4839823,
756,E2710000694201,浜口公園,大阪府大阪市住之江区浜口西3-4,,,,1,,,,,,34.60832634,135.4839603,
757,E2710000695201,住吉公園,大阪府大阪市住之江区浜口東1-1,,,,1,,,,,,34.61260437,135.4884995,
758,E2710000698201,介護付有料老人ホーム　ゆうあい,大阪府大阪市住之江区浜口東3-6-23,1,,,,1,,,,,34.608368,135.486355,
759,E2710000699201,粉浜中公園,大阪府大阪市住之江区粉浜1-27,,,,1,,,,,,34.61878296,135.4909243,
760,E2710000700201,粉浜東公園,大阪府大阪市住之江区粉浜1-5,,,,1,,,,,,34.62207227,135.4905666,
761,E2710000701201,北粉浜小学校,大阪府大阪市住之江区粉浜1-5-48,1,,,,1,,,,1,34.62278193,135.4910507,
762,E2710000701202,北粉浜小学校（運動場）,大阪府大阪市住之江区粉浜1-5-48,,,,1,,,,,1,34.62263184,135.4906484,
763,E2710000702202,粉浜小学校（運動場）,大阪府大阪市住之江区粉浜2-6-6,,,,1,,,,,1,34.61804461,135.4901035,
764,E2710000702201,粉浜小学校,大阪府大阪市住之江区粉浜2-6-6,1,,,,1,,,,1,34.61811083,135.4904897,
765,E2710000703201,府住宅供給公社　住吉団地,大阪府大阪市住之江区粉浜3-13-9,1,,,,1,,,,,34.61408661,135.4886421,
766,E2710000704201,粉浜南公園,大阪府大阪市住之江区粉浜3-2,,,,1,,,,,,34.61612259,135.4893474,
767,E2710000705201,粉浜北公園,大阪府大阪市住之江区粉浜西1-4,,,,1,,,,,,34.62250055,135.4890524,
768,E2710000706201,住吉第一中学校,大阪府大阪市住之江区粉浜西1-5-11,1,,,,1,,,,1,34.62139645,135.4878499,
769,E2710000706202,住吉第一中学校（運動場）,大阪府大阪市住之江区粉浜西1-5-11,,,,1,,,,,1,34.62156862,135.4873742,
770,E2710000707201,粉浜公園,大阪府大阪市住之江区粉浜西2-6,,,,1,,,,,,34.61891175,135.4883424,
771,E2710003052201,株式会社牛長　中央棟,大阪府大阪市住之江区平林南1-1-20,1,,,,1,,,,,34.61265,135.460417,
772,E2710000708201,ニュートラム　平林駅,大阪府大阪市住之江区平林南1-2,1,,,,1,,,,,34.61066271,135.4585626,
773,E2710000709201,大幸工業株式会社　津波避難ビル兼車輌センター,大阪府大阪市住之江区平林南1-3-27,1,,,,1,,,,,34.612234,135.456065,
774,E2710000710201,株式会社ロゴスコーポレーション　東館ビル,大阪府大阪市住之江区平林南2-11-13,1,,,,1,,,,,34.611961,135.451216,
775,E2710000711201,平林西公園,大阪府大阪市住之江区平林南2-12,,,,1,,,,,,34.61320861,135.4472521,
776,E2710002964201,市営平林南住宅１号館,大阪府大阪市住之江区平林南2-2,1,,,,1,,,,,34.609511,135.45921,
777,E2710002964202,市営平林南住宅２号館,大阪府大阪市住之江区平林南2-2,1,,,,1,,,,,34.609638,135.458588,
778,E2710000712201,市営平林南第２住宅１号館,大阪府大阪市住之江区平林南2-3,1,,,,1,,,,,34.60891611,135.4579776,
779,E2710000713201,市営平林南第２住宅２号館,大阪府大阪市住之江区平林南2-6,1,,,,1,,,,,34.608460095752,135.45671433135,
780,E2710000713202,平林南公園,大阪府大阪市住之江区平林南2-6,,,,1,,,,,,34.60932547,135.456312,
781,E2710000714202,平林小学校（運動場）,大阪府大阪市住之江区平林南2-6-48,,,,1,,,,,1,34.60869233,135.4558082,
782,E2710000714201,平林小学校,大阪府大阪市住之江区平林南2-6-48,1,,,,1,,,,1,34.60898373,135.4561658,
783,E2710000715201,ルネ住之江,大阪府大阪市住之江区平林南2-6-54,1,,,,1,,,,,34.60980469,135.456408,
784,E2710000716201,市営平林南第３住宅１号館,大阪府大阪市住之江区平林南2-9,1,,,,1,,,,,34.60923342,135.4551455,
785,E2710000717201,平林北公園,大阪府大阪市住之江区平林北1-2,,,,1,,,,,,34.62088433,135.4602493,
786,E2710000718201,三洋電機株式会社　１棟,大阪府大阪市住之江区平林北1-2-63,1,,,,1,,,,,34.62155377,135.4589393,
787,E2710003051201,新栄運輸株式会社　本社,大阪府大阪市住之江区平林北2-7-45,1,,,,1,,,,,34.616959,135.458019,
788,E2710000719201,加賀屋北公園,大阪府大阪市住之江区北加賀屋1-2,,,,1,,,,,,34.62407735,135.4815251,
789,E2710000720201,市営北加賀屋住宅１号館,大阪府大阪市住之江区北加賀屋1-5,1,,,,1,,,,,34.62191576,135.4806173,
790,E2710000720202,北加賀屋東公園,大阪府大阪市住之江区北加賀屋1-5,,,,1,,,,,,34.62199081,135.480392,
791,E2710000722201,加賀屋小学校,大阪府大阪市住之江区北加賀屋2-5-26,1,,,,1,,,,1,34.62239076,135.4790241,
792,E2710000722202,加賀屋小学校（運動場）,大阪府大阪市住之江区北加賀屋2-5-26,,,,1,,,,,1,34.62297346,135.4791653,
793,E2710000723201,㈱グルメ杵屋,大阪府大阪市住之江区北加賀屋3-4-7,1,,,,1,,,,,34.62423247,135.4775583,
794,E2710002979201,住之江工場,大阪府大阪市住之江区北加賀屋4-1-26,1,,,,1,,,,,34.627501,135.475051,
795,E2710000724201,北加賀屋公園,大阪府大阪市住之江区北加賀屋5-3,,,,1,,,,,,34.62298434,135.475509,
796,E2710000725201,住之江スポーツセンター,大阪府大阪市住之江区北加賀屋5-3-47,1,,,,1,,,,,34.62372454,135.4755038,
797,E2710000726201,特別養護老人ホーム　加賀屋の森,大阪府大阪市住之江区北加賀屋5-4-23,1,,,,1,,,,1,34.62231085,135.4745976,
798,E2710000727201,市営北加賀屋第５住宅１号館,大阪府大阪市住之江区北加賀屋5-6,1,,,,1,,,,,34.62174288,135.4734587,
799,E2710000728202,敷津浦小学校（運動場）,大阪府大阪市住之江区北島2-9-22,,,,1,,,,,1,34.60246875,135.4783629,
800,E2710000728201,敷津浦小学校,大阪府大阪市住之江区北島2-9-22,1,,,,1,,,,1,34.60265144,135.4779029,
801,E2710000729201,北島公園,大阪府大阪市住之江区北島3-17,,,,1,,,,,,34.60037941,135.4790527,
802,E2710002927201,市営緑木住宅１号棟,大阪府大阪市住之江区緑木1-2,1,,,,1,,,,,34.618592,135.474241,
803,E2710000730201,緑木公園,大阪府大阪市住之江区緑木2-1,,,,1,,,,,,34.61552574,135.4730228,
804,E2710000731201,専永公園,大阪府大阪市城東区永田1-4,,,,1,1,,,,,34.68866877,135.5565788,
805,E2710000732201,左専道公園,大阪府大阪市城東区永田2-12,,,,1,1,,,,,34.68673026,135.5574103,
806,E2710000733201,諏訪小学校,大阪府大阪市城東区永田2-15-5,1,,,,1,,,,1,34.68642672,135.5585255,
807,E2710000733202,諏訪小学校（運動場）,大阪府大阪市城東区永田2-15-5,,,,1,1,,,,1,34.68654434,135.5582537,
808,E2710002982201,大阪市放出下水処理場上部利用施設（屋外屋上庭園（「農園エリア」を除く））,大阪府大阪市城東区永田2-3-61,1,,,,1,,,,,34.6864,135.556033,
809,E2710000734202,城東中学校（運動場）,大阪府大阪市城東区永田3-3-44,,,,1,1,,,,1,34.68206405,135.5567685,
810,E2710000734201,城東中学校,大阪府大阪市城東区永田3-3-44,1,,,,1,,,,1,34.68187142,135.5556884,
811,E2710000735201,永田公園,大阪府大阪市城東区永田4-14,,,,1,1,,,,,34.68139649,135.5570235,
812,E2710002983201,エディオン京橋店　,大阪府大阪市城東区蒲生1-9-10,1,,,,1,,,,,34.699107,135.537086,
813,E2710000736201,特別養護老人ホーム　城東こすもす苑,大阪府大阪市城東区蒲生2-2-38,1,,,,1,,,,1,34.69812084,135.540482,
814,E2710000737201,蒲生南公園,大阪府大阪市城東区蒲生3-2,,,,1,,,,,,34.69837761,135.54228,
815,E2710000738201,特別養護老人ホーム　至善荘,大阪府大阪市城東区蒲生4-2-10,1,,,,1,,,,1,34.69805904,135.5440365,
