NO,共通ID,施設・場所名,住所,洪水,崖崩れ、土石流及び地滑り,高潮,地震,津波,大規模な火事,内水氾濫,火山現象,指定避難所との住所同一,緯度,経度,備考
1375,E2710001176202,香簑小学校（運動場）,大阪府大阪市西淀川区御幣島6-5-25,,,,1,,,,,1,34.72032273,135.4530842,
1376,E2710001176201,香簑小学校,大阪府大阪市西淀川区御幣島6-5-25,1,,,,1,,,,1,34.72068722,135.4531897,
1377,E2710001177201,御幣島住宅６号館,大阪府大阪市西淀川区御幣島6-7,1,,,,1,,,,,34.720419,135.454638,
1378,E2710001178201,市営御幣島住宅５号館,大阪府大阪市西淀川区御幣島6-8,1,,,,1,,,,,34.72034219,135.4553425,
1379,E2710001179201,出来島公園,大阪府大阪市西淀川区出来島1-10,,,,1,,,,,,34.7088738,135.4408391,
1380,E2710001180202,市営出来島第２住宅　１号棟,大阪府大阪市西淀川区出来島1-3,1,,,,1,,,,,34.70576166,135.4388254,
1381,E2710001180201,市営出来島第２住宅　２号棟,大阪府大阪市西淀川区出来島1-3,1,,,,1,,,,,34.7063967,135.4393029,
1382,E2710001181201,大和田川公園,大阪府大阪市西淀川区出来島2-1,,,,1,,,,,,34.70482546,135.438173,
1383,E2710001182202,出来島小学校（運動場）,大阪府大阪市西淀川区出来島2-2-24,,,,1,,,,,1,34.70420954,135.4375477,
1384,E2710001182201,出来島小学校,大阪府大阪市西淀川区出来島2-2-24,1,,,,1,,,,1,34.70427863,135.4370846,
1385,E2710001183201,朝日プラザ出来島,大阪府大阪市西淀川区出来島2-9-4,1,,,,1,,,,,34.70644821,135.4366175,
1386,E2710001185201,出来島西公園,大阪府大阪市西淀川区出来島3-2,,,,1,,,,,,34.70408948,135.4359364,
1387,E2710001186202,市営出来島住宅１号館,大阪府大阪市西淀川区出来島3-3,1,,,,1,,,,,34.703972,135.432833,
1388,E2710001186201,出来島住宅２号館,大阪府大阪市西淀川区出来島3-3,1,,,,1,,,,,34.704442,135.432691,
1389,E2710001187203,大阪府立出来島支援学校,大阪府大阪市西淀川区出来島3-3-6,1,,,,1,,,,1,34.702058,135.434652,
1390,E2710003044201,グランキコーナ西淀川店,大阪府大阪市西淀川区千舟1-4-62,1,,,,1,,,,,34.708572,135.454382,
1391,E2710001189201,姫島エムケー倉庫　（大洋工芸物流センター）,大阪府大阪市西淀川区千舟1-5-41,1,,,,1,,,,,34.70817949,135.4519208,
1392,E2710001191201,アトレ御幣島,大阪府大阪市西淀川区千舟2-15-8,1,,,,1,,,,,34.71241698,135.4515747,
1393,E2710001193201,西淀川区在宅サービスセンター,大阪府大阪市西淀川区千舟2-7-7,1,,,,1,,,,,34.71158476,135.4528776,
1394,E2710001194201,千舟公園,大阪府大阪市西淀川区千舟2-8,,,,1,,,,,,34.71100005,135.452325,
1395,E2710001195201,市営神崎川住宅２号館,大阪府大阪市西淀川区千舟3-4,1,,,,1,,,,,34.70916043,135.4508554,
1396,E2710001195202,市営神崎川住宅１号館,大阪府大阪市西淀川区千舟3-4,1,,,,1,,,,,34.70935006,135.4503726,
1397,E2710001196201,好文学園女子高等学校,大阪府大阪市西淀川区千舟3-8-22,1,,,,1,,,,1,34.71012392,135.4485334,
1398,E2710001196202,好文学園女子高等学校（運動場）,大阪府大阪市西淀川区千舟3-8-22,,,,1,,,,,1,34.71041595,135.4488593,
1399,E2710001197201,アルカン弐番館,大阪府大阪市西淀川区大野1-2-2,1,,,,1,,,,,34.70117873,135.4410078,
1400,E2710001198201,大野１丁目児童遊園,大阪府大阪市西淀川区大野1-4,,,,1,,,,,,34.70133233,135.4405231,
1401,E2710001199201,市営大野住宅１号館,大阪府大阪市西淀川区大野3-7-11,1,,,,1,,,,,34.69806565,135.4392341,
1402,E2710001200201,西淀公園,大阪府大阪市西淀川区大和田1-1,,,,1,,,,,,34.70598319,135.451027,
1403,E2710001201201,ジェネラスグリーンロード,大阪府大阪市西淀川区大和田2-3-17,1,,,,1,,,,,34.704577,135.444973,
1404,E2710001202202,市営大和田第３住宅６号館,大阪府大阪市西淀川区大和田2-4,1,,,,1,,,,,34.70415732,135.4428202,
1405,E2710001203201,市営大和田第３住宅１号館,大阪府大阪市西淀川区大和田2-4-1,1,,,,1,,,,,34.703808,135.443331,
1406,E2710001205201,レックスシティアルベール,大阪府大阪市西淀川区大和田2-6-8,1,,,,1,,,,,34.70130712,135.4420415,
1407,E2710001206201,千船リバービュー,大阪府大阪市西淀川区大和田3-10-14,1,,,,1,,,,,34.70965218,135.4459524,
1408,E2710002955201,キングマンション姫島Ⅴ,大阪府大阪市西淀川区大和田3-3-5,1,,,,1,,,,,34.706922,135.448101,
1409,E2710001207201,グランピア千舟,大阪府大阪市西淀川区大和田3-8-17,1,,,,1,,,,,34.7086229,135.4469228,
1410,E2710001208201,大和田小学校,大阪府大阪市西淀川区大和田4-3-24,1,,,,1,,,,1,34.70594635,135.445043,
1411,E2710001208202,大和田小学校（運動場）,大阪府大阪市西淀川区大和田4-3-24,,,,1,,,,,1,34.70612863,135.4453828,
1412,E2710001209201,大和田中央公園,大阪府大阪市西淀川区大和田4-4,,,,1,,,,,,34.7055752,135.4439812,
1413,E2710001210201,朝日プラザ千船,大阪府大阪市西淀川区大和田4-7-30,1,,,,1,,,,,34.70727174,135.4465274,
1414,E2710001211201,修成建設専門学校,大阪府大阪市西淀川区大和田5-19-30,1,,,,1,,,,,34.70848852,135.4444265,
1415,E2710001213201,市営大和田第１住宅２号館,大阪府大阪市西淀川区大和田5-2-20,1,,,,1,,,,,34.70611679,135.4424698,
1416,E2710001212201,大和田北公園,大阪府大阪市西淀川区大和田5-20,,,,1,,,,,,34.70829864,135.4438443,
1417,E2710001214201,市営大和田第１住宅１号館,大阪府大阪市西淀川区大和田5-3-10,1,,,,1,,,,,34.70649164,135.4422176,
1418,E2710001215202,淀中学校（運動場）,大阪府大阪市西淀川区大和田6-13-6,,,,1,,,,,1,34.70556197,135.4408396,
1419,E2710001215201,淀中学校,大阪府大阪市西淀川区大和田6-13-6,1,,,,1,,,,1,34.70582951,135.4403496,
1420,E2710001216201,竹島南公園,大阪府大阪市西淀川区竹島2-4,,,,1,,,,,,34.72330344,135.453783,
1421,E2710001217201,ガリレイグループ本社ビル及び　立体駐車場,大阪府大阪市西淀川区竹島2-6-8,1,,,,1,,,,,34.726222,135.454685,
1422,E2710001218201,竹島公園,大阪府大阪市西淀川区竹島3-7,,,,1,,,,,,34.72678032,135.4532283,
1423,E2710003032201,さくらタクシー株式会社加島営業所第２立体駐車場,大阪府大阪市西淀川区竹島4-10-8,1,,,,1,,,,,34.725217,135.449688,
1424,E2710001219201,竹島西公園,大阪府大阪市西淀川区竹島5-5,,,,1,,,,,,34.72705367,135.4490816,
1425,E2710001220201,西淀川中島地区,大阪府大阪市西淀川区中島1,,,,1,,1,,,,34.70123412,135.4228864,
1426,E2710001221202,川北小学校（運動場）,大阪府大阪市西淀川区中島1-11-20,,,,1,,,,,1,34.70438506,135.4300915,
1427,E2710001221201,川北小学校,大阪府大阪市西淀川区中島1-11-20,1,,,,1,,,,1,34.70427333,135.4296122,
1428,E2710001222201,クオレ西淀川,大阪府大阪市西淀川区中島1-19-43,1,,,,1,,,,,34.70121985,135.4270244,
1429,E2710001223201,中島公園,大阪府大阪市西淀川区中島1-22,,,,1,,,,,,34.69938421,135.4263385,
1430,E2710001224201,中島東公園,大阪府大阪市西淀川区中島1-3,,,,1,,,,,,34.70577016,135.4321213,
1431,E2710001225201,日本通運㈱　北港ロジスティックセンター,大阪府大阪市西淀川区中島2-10-2,1,,,,1,,,,,34.69783594,135.4117755,
1432,E2710003045201,大和物流センター,大阪府大阪市西淀川区中島2-5-24,1,,,,1,,,,,34.700325,135.416204,
1433,E2710001226201,東佃公園,大阪府大阪市西淀川区佃1-18,,,,1,,,,,,34.71890737,135.4484235,
1434,E2710001227202,佃小学校（運動場）,大阪府大阪市西淀川区佃1-21-12,,,,1,,,,,1,34.71684087,135.4471879,
1435,E2710001227201,佃小学校,大阪府大阪市西淀川区佃1-21-12,1,,,,1,,,,1,34.71660166,135.446921,
1436,E2710001228201,佃ふれあい公園,大阪府大阪市西淀川区佃2-1,,,,1,,,,,,34.71356346,135.4486461,
1437,E2710001229201,佃西小学校,大阪府大阪市西淀川区佃2-15-30,1,,,,1,,,,1,34.71475684,135.4444196,
1438,E2710001229202,佃西小学校（運動場）,大阪府大阪市西淀川区佃2-15-30,,,,1,,,,,1,34.71482886,135.443842,
1439,E2710001230202,佃中学校（運動場）,大阪府大阪市西淀川区佃2-15-93,,,,1,,,,,1,34.71575528,135.445793,
1440,E2710001230201,佃中学校,大阪府大阪市西淀川区佃2-15-93,1,,,,1,,,,1,34.71608976,135.4455025,
1441,E2710001231201,新佃公園,大阪府大阪市西淀川区佃2-6,,,,1,,,,,,34.71423737,135.4471298,
1442,E2710001232201,佃中公園,大阪府大阪市西淀川区佃3-9,,,,1,,,,,,34.71171735,135.4414448,
1443,E2710001233201,市営佃第２住宅１号館,大阪府大阪市西淀川区佃4-4,1,,,,1,,,,,34.7119038,135.4403906,
1444,E2710001235201,佃公園,大阪府大阪市西淀川区佃5-7,,,,1,,,,,,34.71134522,135.4347584,
1445,E2710001236201,花川公園,大阪府大阪市西淀川区柏里1-9,,,,1,,,,,,34.70969202,135.4696405,
1446,E2710001237201,ベルフィオーレ,大阪府大阪市西淀川区柏里2-11-1,1,,,,1,,,,,34.70921,135.465977,
1447,E2710001238201,柏里小学校,大阪府大阪市西淀川区柏里2-13-33,1,,,,1,,,,1,34.71014688,135.4659264,
1448,E2710001238202,柏里小学校（運動場）,大阪府大阪市西淀川区柏里2-13-33,,,,1,,,,,1,34.71063783,135.4656814,
1449,E2710001239201,レジデンス柏里,大阪府大阪市西淀川区柏里2-8-16,1,,,,1,,,,,34.71025289,135.4670902,
1450,E2710001240201,柏里公園,大阪府大阪市西淀川区柏里3-1,,,,1,,,,,,34.71248811,135.4680845,
1451,E2710001241201,レジデンス早野,大阪府大阪市西淀川区柏里3-1-31,1,,,,1,,,,,34.71260276,135.4678842,
1452,E2710001242201,市営柏里第２住宅６号館,大阪府大阪市西淀川区柏里3-14,1,,,,1,,,,,34.71348595,135.4668027,
1453,E2710001243201,柏里第２住宅４号館,大阪府大阪市西淀川区柏里3-15,1,,,,1,,,,,34.712936,135.466346,
1454,E2710001244201,市営柏里第２住宅１号館,大阪府大阪市西淀川区柏里3-16,1,,,,1,,,,,34.71325435,135.4660191,
1455,E2710001245201,サンウレージュ,大阪府大阪市西淀川区柏里3-4-2,1,,,,1,,,,,34.71140861,135.4661962,
1456,E2710001246201,柏里西公園,大阪府大阪市西淀川区柏里3-7,,,,1,,,,,,34.71190518,135.4658251,
1457,E2710001247201,市営柏里第２住宅５号館,大阪府大阪市西淀川区柏里3-9,1,,,,1,,,,,34.7125661,135.4664512,
1458,E2710001248201,姫島東第一公園,大阪府大阪市西淀川区姫島1-1,,,,1,,,,,,34.7029583,135.4591947,
1459,E2710001249201,姫島小学校,大阪府大阪市西淀川区姫島1-10-4,1,,,,1,,,,1,34.70157704,135.455678,
1460,E2710001249202,姫島小学校（運動場）,大阪府大阪市西淀川区姫島1-10-4,,,,1,,,,,1,34.70195338,135.4556583,
1461,E2710001250201,介護老人保健施設　よどの里,大阪府大阪市西淀川区姫島2-13-20,1,,,,1,,,,,34.70265218,135.453372,
1462,E2710001251201,せいりょう姫島,大阪府大阪市西淀川区姫島2-15-8,1,,,,1,,,,1,34.70129,135.452671,
1463,E2710001252201,パークアベニュー,大阪府大阪市西淀川区姫島2-4-10,1,,,,1,,,,,34.70114132,135.4535969,
1464,E2710001253201,姫島第２ローズマンション,大阪府大阪市西淀川区姫島2-4-29,1,,,,1,,,,,34.7012203,135.4539245,
1465,E2710001254201,姫島浜公園,大阪府大阪市西淀川区姫島3-14,,,,1,,,,,,34.70012787,135.4466729,
1466,E2710001255201,南姫島公園,大阪府大阪市西淀川区姫島3-6,,,,1,,,,,,34.69929398,135.4505676,
1467,E2710001256201,姫島第７ローズマンション,大阪府大阪市西淀川区姫島3-7-20,1,,,,1,,,,,34.69976756,135.4515893,
1468,E2710001257201,ハイネスコトー姫島公園,大阪府大阪市西淀川区姫島4-11-12,1,,,,1,,,,,34.70539323,135.4538345,
1469,E2710001258201,姫島公園,大阪府大阪市西淀川区姫島4-14,,,,1,,,,,,34.70442167,135.4526636,
1470,E2710001259201,グレイスヴィラ姫島,大阪府大阪市西淀川区姫島4-15-13,1,,,,1,,,,,34.704131,135.45085,
1471,E2710001260201,メンソーレやまのは,大阪府大阪市西淀川区姫島4-15-32,1,,,,1,,,,,34.704314,135.451623,
1472,E2710001262201,北姫島公園,大阪府大阪市西淀川区姫島4-21,,,,1,,,,,,34.70442074,135.449603,
1473,E2710001263201,東姫島公園,大阪府大阪市西淀川区姫島4-5,,,,1,,,,,,34.70529854,135.4557547,
1474,E2710001264201,弥栄荘,大阪府大阪市西淀川区姫島5-10-8,1,,,,1,,,,,34.70351677,135.4510528,
1475,E2710001265201,社会福祉法人瑞穂　特別養護老人ホーム　姫島みずほ苑,大阪府大阪市西淀川区姫島5-11-24,1,,,,1,,,,,34.70334791,135.4496188,
1476,E2710001267201,株式会社眞鍋鉄工所,大阪府大阪市西淀川区姫島5-7-28,1,,,,1,,,,,34.702948,135.451464,
1477,E2710001268201,市営姫島第１住宅１号館,大阪府大阪市西淀川区姫島6-10,1,,,,1,,,,,34.70237311,135.4456452,
1478,E2710001269202,西淀中学校（運動場）,大阪府大阪市西淀川区姫島6-10-5,,,,1,,,,,1,34.70272351,135.4463325,
1479,E2710001269201,西淀中学校,大阪府大阪市西淀川区姫島6-10-5,1,,,,1,,,,1,34.70265588,135.4468778,
1480,E2710001272201,西姫島公園,大阪府大阪市西淀川区姫島6-4,,,,1,,,,,,34.70171911,135.4468026,
1481,E2710001273201,市営姫島住宅１号館,大阪府大阪市西淀川区姫島6-5-20,1,,,,1,,,,,34.702391,135.445597,
1482,E2710001274201,市営姫島第３住宅１号棟,大阪府大阪市西淀川区姫島6-9-38,1,,,,1,,,,,34.70410593,135.4473045,
1483,E2710001275201,市営姫里住宅１号館,大阪府大阪市西淀川区姫里1-3-41,1,,,,1,,,,,34.70356741,135.4610473,
1484,E2710001276201,姫之里公園,大阪府大阪市西淀川区姫里2-7,,,,1,,,,,,34.70619404,135.4592653,
1485,E2710001277201,姫里小学校,大阪府大阪市西淀川区姫里2-8-24,1,,,,1,,,,1,34.70645238,135.4583783,
1486,E2710001277202,姫里小学校（運動場）,大阪府大阪市西淀川区姫里2-8-24,,,,1,,,,,1,34.70628627,135.4586376,
1487,E2710001278201,大阪ラセン管工業,大阪府大阪市西淀川区姫里3-12-33,1,,,,1,,,,,34.70900986,135.4570736,
1488,E2710001279201,ルネパークオアシス,大阪府大阪市西淀川区姫里3-13-48,1,,,,1,,,,,34.70902669,135.4563886,
1489,E2710001280201,キングマンション歌島橋,大阪府大阪市西淀川区姫里3-2-3,1,,,,1,,,,,34.70809166,135.4579773,
1490,E2710001281201,上町公園,大阪府大阪市西淀川区姫里3-7,,,,1,,,,,,34.70623938,135.4557217,
1491,E2710001282202,百島公園,大阪府大阪市西淀川区百島1-3,,,,1,,,,,,34.69661007,135.439463,
1492,E2710001282201,新淀川公園,大阪府大阪市西淀川区百島1-3,,,,1,,,,,,34.69420294,135.4376876,
1493,E2710001283201,福町東公園,大阪府大阪市西淀川区福町1-11,,,,1,,,,,,34.69842018,135.4453438,
1494,E2710001284201,キングマンション新淀川,大阪府大阪市西淀川区福町1-12-34,1,,,,1,,,,,34.69878413,135.4448563,
1495,E2710001285202,社会福祉法人芙蓉福祉会　特別養護老人ホーム　水都ホーム福町,大阪府大阪市西淀川区福町2-11-7,1,,,,1,,,,1,34.69567065,135.4421604,
1496,E2710001285201,社会福祉法人芙蓉福祉会　養護老人ホーム　たいら,大阪府大阪市西淀川区福町2-11-7,1,,,,1,,,,1,34.69538837,135.4423642,
1497,E2710001285203,社会福祉法人芙蓉福祉会　介護老人保健施設なごみだいら,大阪府大阪市西淀川区福町2-11-7,1,,,,1,,,,1,34.69550626,135.4422916,
1498,E2710003014201,サンシャインコート福町,大阪府大阪市西淀川区福町2-30-21,1,,,,1,,,,,34.694115,135.439126,
1499,E2710001286201,福町公園,大阪府大阪市西淀川区福町2-4,,,,1,,,,,,34.69807175,135.4413688,
1500,E2710001288201,福小学校,大阪府大阪市西淀川区福町2-5-23,1,,,,1,,,,1,34.69803268,135.4421558,
1501,E2710001288202,福小学校（運動場）,大阪府大阪市西淀川区福町2-5-23,,,,1,,,,,1,34.69770337,135.4420503,
1502,E2710001289201,福町西公園,大阪府大阪市西淀川区福町2-9,,,,1,,,,,,34.69621055,135.443761,
1503,E2710003013201,イズミヤショッピングセンター福町,大阪府大阪市西淀川区福町3-2-15,1,,,,1,,,,,34.699928,135.443927,
1504,E2710001290201,福町北公園,大阪府大阪市西淀川区福町3-3,,,,1,,,,,,34.70268311,135.4444734,
1505,E2710001291201,阪神住建グリーンロード公園ヴィラ,大阪府大阪市西淀川区福町3-4-55,1,,,,1,,,,,34.70088256,135.4425866,
1506,E2710001292201,野里公園,大阪府大阪市西淀川区野里1-9,,,,1,,,,,,34.7087898,135.4636352,
1507,E2710001293201,野里西公園,大阪府大阪市西淀川区野里2-10,,,,1,,,,,,34.70900944,135.4599529,
1508,E2710001294202,野里小学校（運動場）,大阪府大阪市西淀川区野里2-21-13,,,,1,,,,,1,34.71080399,135.4612687,
1509,E2710001294201,野里小学校,大阪府大阪市西淀川区野里2-21-13,1,,,,1,,,,1,34.71116853,135.4611918,
1510,E2710001295201,野里北公園,大阪府大阪市西淀川区野里2-22,,,,1,,,,,,34.71120919,135.4619855,
1511,E2710003055201,大阪トヨペット　西淀店,大阪府大阪市西淀川区野里3-2-12,1,,,,1,,,,,34.710084,135.457102,
1512,E2710001296201,淀商業高等学校,大阪府大阪市西淀川区野里3-3-15,1,,,,1,,,,1,34.71005079,135.4589705,
1513,E2710001296202,淀商業高等学校（運動場）,大阪府大阪市西淀川区野里3-3-15,,,,1,,,,,1,34.71038263,135.4582477,
1514,E2710001297201,市営小林住宅１号館,大阪府大阪市大正区3-22-1,1,,,,1,,,,,34.64335495,135.4728377,
1515,E2710001298201,ほくとクリニック病院,大阪府大阪市大正区三軒家西1-18-7,1,,,,1,,,,,34.664915,135.477799,
1516,E2710001299202,三軒家西小学校（運動場）,大阪府大阪市大正区三軒家西1-20-26,,,,1,,,,,1,34.66493182,135.4766385,
1517,E2710001299201,三軒家西小学校,大阪府大阪市大正区三軒家西1-20-26,1,,,,1,,,,1,34.66500241,135.4770766,
1518,E2710001300201,大正ゆめの樹保育園,大阪府大阪市大正区三軒家西1-3-21,1,,,,1,,,,,34.666836,135.477794,
1519,E2710001301201,岩崎橋公園,大阪府大阪市大正区三軒家西1-7,,,,1,,,,,,34.66643213,135.4768224,
1520,E2710001302201,大正橋公園,大阪府大阪市大正区三軒家東1-1,,,,1,,,,,,34.6669559,135.4800135,
1521,E2710001303201,ホテルソビアル大阪ドーム前,大阪府大阪市大正区三軒家東1-17-29,1,,,,1,,,,,34.665343,135.479499,
1522,E2710001304201,三軒家公園,大阪府大阪市大正区三軒家東2-12,,,,1,,,,,,34.65951979,135.4791326,
1523,E2710001305201,三軒家東小学校,大阪府大阪市大正区三軒家東2-12-59,1,,,,1,,,,1,34.66055581,135.4794829,
1524,E2710001305202,三軒家東小学校（運動場）,大阪府大阪市大正区三軒家東2-12-59,,,,1,,,,,1,34.65998219,135.4797511,
1525,E2710001306201,大正東中学校,大阪府大阪市大正区三軒家東4-4-30,1,,,,1,,,,1,34.66221036,135.4773858,
1526,E2710001306202,大正東中学校（運動場）,大阪府大阪市大正区三軒家東4-4-30,,,,1,,,,,1,34.66228151,135.4782482,
1527,E2710001307201,大正区ふれあい福祉センター,大阪府大阪市大正区小林西1-14-3,1,,,,1,,,,1,34.64623132,135.4685048,
1528,E2710001308201,小林南公園,大阪府大阪市大正区小林西2-16,,,,1,,,,,,34.6429006,135.4678355,
1529,E2710002921201,株式会社藤井組,大阪府大阪市大正区小林東1-2-44,1,,,,1,,,,,34.646029,135.47695,
1530,E2710001309202,小林小学校（運動場）,大阪府大阪市大正区小林東2-4-45,,,,1,,,,,1,34.64600198,135.4739594,
1531,E2710001309201,小林小学校,大阪府大阪市大正区小林東2-4-45,1,,,,1,,,,1,34.64651979,135.4738395,
1532,E2710001310201,小林公園,大阪府大阪市大正区小林東2-6,,,,1,,,,,,34.64337225,135.4749039,
1533,E2710001311201,介護老人保健施設　愛の里,大阪府大阪市大正区小林東2-6-14,1,,,,1,,,,,34.643136,135.475924,
1534,E2710001312201,特別養護老人ホーム　悠の里,大阪府大阪市大正区小林東2-6-15,1,,,,1,,,,,34.643152,135.476318,
1535,E2710001313202,大正中央中学校（運動場）,大阪府大阪市大正区小林東3-23-5,,,,1,,,,,1,34.64393252,135.4712794,
1536,E2710001313201,大正中央中学校,大阪府大阪市大正区小林東3-23-5,1,,,,1,,,,1,34.64406050289,135.4717336,
1537,E2710001314201,大正スポーツセンター・大正屋内プール（アゼリア大正）,大阪府大阪市大正区小林東3-3-25,1,,,,1,,,,,34.64707108,135.4722418,
1538,E2710001315201,南泉尾公園,大阪府大阪市大正区千島1-16,,,,1,,,,,,34.6544179,135.4753509,
1539,E2710001316202,泉尾東小学校（運動場）,大阪府大阪市大正区千島1-16-16,,,,1,,,,,1,34.65404749,135.4744182,
1540,E2710001316201,泉尾東小学校,大阪府大阪市大正区千島1-16-16,1,,,,1,,,,1,34.65394747,135.4747946,
1541,E2710001317201,大正会館,大阪府大阪市大正区千島2-6-15,1,,,,1,,,,,34.65086144,135.4721649,
1542,E2710001318201,千林橋公園,大阪府大阪市大正区千島3-7,,,,1,,,,,,34.65167803,135.4704402,
1543,E2710002960201,日商岩井泉尾マンション１号棟,大阪府大阪市大正区泉尾1-16-1,1,,,,1,,,,,34.66304,135.472841,
1544,E2710002960202,日商岩井泉尾マンション２号棟,大阪府大阪市大正区泉尾1-16-1,1,,,,1,,,,,34.66319,135.471924,
1545,E2710001319201,介護付有料老人ホーム　プレザンメゾン大正泉尾,大阪府大阪市大正区泉尾1-18-1,1,,,,1,,,,,34.662668,135.471176,
1546,E2710001320201,泉尾上公園,大阪府大阪市大正区泉尾1-29,,,,1,,,,,,34.66065856,135.4745851,
1547,E2710002920201,大正くすのきクリニック,大阪府大阪市大正区泉尾1-30-5,1,,,,1,,,,,34.660763,135.47435,
1548,E2710002939201,"介護老人保健施設　
エバーグリーン",大阪府大阪市大正区泉尾2-20-4,1,,,,1,,,,,34.660596,135.471457,
1549,E2710001321202,泉尾北小学校（運動場）,大阪府大阪市大正区泉尾2-21-24,,,,1,,,,,1,34.66017248,135.4710187,
1550,E2710001321201,泉尾北小学校,大阪府大阪市大正区泉尾2-21-24,1,,,,1,,,,1,34.66042987,135.4706146,
1551,E2710001322201,大正白稜高等学校,大阪府大阪市大正区泉尾3-19-50,1,,,,1,,,,1,34.65897729,135.4708553,
1552,E2710001322202,大正白稜高等学校（運動場）,大阪府大阪市大正区泉尾3-19-50,,,,1,,,,,1,34.65925895,135.4703922,
1553,E2710001323201,泉尾中公園,大阪府大阪市大正区泉尾3-21,,,,1,,,,,,34.65824737,135.469196,
1554,E2710001324202,中泉尾小学校（運動場）,大阪府大阪市大正区泉尾3-23-34,,,,1,,,,,1,34.659153420014,135.46964778466,
1555,E2710001324201,中泉尾小学校,大阪府大阪市大正区泉尾3-23-34,1,,,,1,,,,1,34.659494647752,135.46943147116,
1556,E2710001326201,泉尾公園,大阪府大阪市大正区泉尾4-21,,,,1,,,,,,34.65672221,135.4688978,
1557,E2710001327201,泉尾工業高等学校,大阪府大阪市大正区泉尾5-16-7,1,,,,1,,,,1,34.65475652,135.4686207,
1558,E2710001327202,泉尾工業高等学校（運動場）,大阪府大阪市大正区泉尾5-16-7,,,,1,,,,,1,34.65509189,135.4688854,
1559,E2710001328201,北恩加島小学校,大阪府大阪市大正区泉尾5-17-31,1,,,,1,,,,1,34.65448569,135.4683069,
1560,E2710001328202,北恩加島小学校（運動場）,大阪府大阪市大正区泉尾5-17-31,,,,1,,,,,1,34.65417091,135.4683087,
1561,E2710001329201,市営泉尾第５住宅１号館,大阪府大阪市大正区泉尾7-12-1,1,,,,1,,,,,34.65727707,135.464539,
1562,E2710001330201,泉尾浜公園,大阪府大阪市大正区泉尾7-17,,,,1,,,,,,34.65500383,135.4655876,
1563,E2710002940201,ロジポート大阪大正,大阪府大阪市大正区船町1-2-21,1,,,,1,,,,,34.630034,135.46612,
1564,E2710001331201,市営鶴町第８住宅１号館,大阪府大阪市大正区鶴町1-12-1,1,,,,1,,,,,34.63628642,135.4586299,
1565,E2710001332201,鶴町南公園,大阪府大阪市大正区鶴町1-19,,,,1,,,,,,34.6357459,135.4550135,
1566,E2710001333201,鶴町児童遊園,大阪府大阪市大正区鶴町1-7,,,,1,,,,,,34.63535315,135.458994,
1567,E2710001336201,市営鶴町第９住宅１号館,大阪府大阪市大正区鶴町2-20-34,1,,,,1,,,,,34.63689637,135.4528658,
1568,E2710001337201,鶴町小学校,大阪府大阪市大正区鶴町2-6-24,1,,,,1,,,,1,34.63939478,135.4563769,
1569,E2710001337202,鶴町小学校（運動場）,大阪府大阪市大正区鶴町2-6-24,,,,1,,,,,1,34.63900529,135.4563676,
1570,E2710001338201,鶴町中央公園,大阪府大阪市大正区鶴町2-7,,,,1,,,,,,34.63882187,135.4556507,
1571,E2710001339201,市営鶴町第３住宅１号館,大阪府大阪市大正区鶴町3-22-1,1,,,,1,,,,,34.642142,135.453744,
1572,E2710001340201,市営鶴町第３住宅２号館,大阪府大阪市大正区鶴町3-23-2,1,,,,1,,,,,34.642519,135.453679,
1573,E2710001341201,市営鶴町第４住宅１号館,大阪府大阪市大正区鶴町4-10-1,1,,,,1,,,,,34.642921,135.453666,
1574,E2710001342201,大阪シティバス鶴町車庫,大阪府大阪市大正区鶴町4-11-55,1,,,,1,,,,,34.64340519,135.4538908,
1575,E2710001343201,市営鶴町住宅１号館,大阪府大阪市大正区鶴町4-2-1,1,,,,1,,,,,34.643824,135.456333,
1576,E2710001344201,市営鶴町住宅２号館,大阪府大阪市大正区鶴町4-3-2,1,,,,1,,,,,34.64453,135.455773,
1577,E2710001345201,鶴町北公園,大阪府大阪市大正区鶴町4-4,,,,1,,,,,,34.64444439,135.4544965,
1578,E2710001346201,つるまち海の風保育園,大阪府大阪市大正区鶴町4-8-4,1,,,,1,,,,,34.643108,135.45503,
1579,E2710001348201,南恩加島公園,大阪府大阪市大正区南恩加島1-13,,,,1,,,,,,34.63450985,135.472069,
1580,E2710001349201,南恩加島小学校,大阪府大阪市大正区南恩加島3-6-11,1,,,,1,,,,1,34.63616511,135.469879,
1581,E2710001349202,南恩加島小学校（運動場）,大阪府大阪市大正区南恩加島3-6-11,,,,1,,,,,1,34.6363446,135.4696447,
1582,E2710001350201,介護付有料老人ホーム　スローライフおかじま,大阪府大阪市大正区南恩加島5-4-5,1,,,,1,,,,,34.639771,135.468868,
1583,E2710001351201,南恩加島西公園,大阪府大阪市大正区南恩加島6-14,,,,1,,,,,,34.63621765,135.4655883,
1584,E2710001352201,大正西中学校,大阪府大阪市大正区南恩加島6-14-37,1,,,,1,,,,1,34.6362095,135.4650007,
1585,E2710001352202,大正西中学校（運動場）,大阪府大阪市大正区南恩加島6-14-37,,,,1,,,,,1,34.63639046,135.4644017,
1586,E2710002984201,三栄建設鉄構事業本部新事務所,大阪府大阪市大正区南恩加島6-2-21,1,,,,1,,,,,34.637653,135.467895,
1587,E2710001347201,千本松大橋歩道部分,大阪府大阪市大正区南恩加島１－１１先,1,,,,1,,,,,34.632535,135.475937,
