NO,共通ID,施設・場所名,住所,指定緊急避難場所との住所同一,その他市町村長が必要と認める事項,受入対象者,緯度,経度,備考
841,E2710002636111,田川小学校,大阪府大阪市淀川区田川2-9-37,1,,,34.72136451,135.4700641,
842,E2710002646111,新東三国小学校,大阪府大阪市淀川区東三国3-9-10,1,,,34.74522412,135.4999982,
843,E2710002649111,東三国小学校,大阪府大阪市淀川区東三国6-3-24,1,,,34.74469143,135.4951602,
844,E2710002650111,東三国中学校,大阪府大阪市淀川区東三国6-3-68,1,,,34.74442866,135.4968602,
845,E2710002659121,社会福祉法人関西中央福祉会　障がい者支援施設　だんけのそのポレポレクラブ,大阪府大阪市淀川区木川西4-5-40,,,要配慮者,34.727677,135.487033,
846,E2710002659122,社会福祉法人関西中央福祉会　特別養護老人ホーム　淀川暖気の苑,大阪府大阪市淀川区木川西4-5-40,,,要配慮者,34.727707,135.48719,
847,E2710002663111,木川南小学校,大阪府大阪市淀川区木川東1-2-36,1,,,34.72281604,135.494643,
848,E2710002666121,社会福祉法人博光福祉会介護老人福祉施設　寿里苑ラピス,大阪府大阪市淀川区木川東2-19-15,,,要配慮者,34.724337,135.490449,
849,E2710002668111,木川小学校,大阪府大阪市淀川区木川東3-7-32,1,,,34.72647106,135.4926675,
850,E2710002674121,社会福祉法人愛孝福祉会特別養護老人ホーム　愛孝野中苑,大阪府大阪市淀川区野中南2-8-27,,,要配慮者,34.725969,135.481588,
851,E2710002675111,野中小学校,大阪府大阪市淀川区野中北1-11-26,1,,,34.72800805,135.4808251,
852,E2710002838121,なでしこ公園保育園,大阪府大阪市浪速区塩草1-1-19,,,要配慮者,34.661301,135.493591,
853,E2710002687111,難波中学校,大阪府大阪市浪速区塩草1-1-59,1,,,34.66244321,135.4916038,
854,E2710002688111,塩草立葉小学校,大阪府大阪市浪速区塩草1-4-31,1,,,34.66126263,135.4904566,
855,E2710002693121,浪速区老人福祉センター,大阪府大阪市浪速区下寺2-2-12,,,要配慮者,34.65986978,135.509859,
856,E2710002858111,エール学園ＩＣＴ校,大阪府大阪市浪速区恵美須西3-13-14,,,,34.651737,135.50148,
857,E2710002700111,ＹＯＬＯ　ＢＡＳＥ,大阪府大阪市浪速区恵美須西3-13-24,,,,34.652315,135.501551,
858,E2710002702121,日本橋地域在宅サービスステーション,大阪府大阪市浪速区恵美須東2-1-4,,,要配慮者,34.65178838,135.5072288,
859,E2710002706111,難波元町小学校,大阪府大阪市浪速区元町1-5-30,1,,,34.66485214,135.4968306,
860,E2710002719111,木津中学校,大阪府大阪市浪速区戎本町1-3-46,1,,,34.65382286,135.5000313,
861,E2710002723111,今宮高等学校,大阪府大阪市浪速区戎本町2-7-39,1,,,34.65203544,135.4989647,
862,E2710002724111,大国小学校,大阪府大阪市浪速区大国1-9-3,1,,,34.65355453,135.4969879,
863,E2710002734121,浪速区在宅サービスセンター,大阪府大阪市浪速区難波中3-8-8,,,要配慮者,34.6612907,135.4994436,
864,E2710002746111,日本橋小中一貫校,大阪府大阪市浪速区日本橋西1-7-6,1,,,34.65856385,135.5040035,
865,E2710002749111,心和中学校,大阪府大阪市浪速区日本橋東3-1-23,1,,,34.65818794,135.508521,
866,E2710002758111,学校法人大阪中華學校,大阪府大阪市浪速区敷津東1-8-13,1,,,34.658124,135.498617,
867,E2710002762111,敷津小学校,大阪府大阪市浪速区敷津東3-9-32,1,,,34.65600535,135.4991023,
868,E2710002767111,大阪府立難波支援学校大阪府立なにわ高等支援学校,大阪府大阪市浪速区木津川2-3-30,1,,,34.65882791,135.4836625,
869,E2710002769111,もと立葉小学校,大阪府大阪市浪速区立葉2-1-15,1,,,34.66481796,135.485628,
870,E2710002778121,スワンなにわデイサービスセンター,大阪府大阪市浪速区浪速西2-11-6,,,要配慮者,34.65692553,135.4860739,
871,E2710002790111,栄小学校,大阪府大阪市浪速区浪速東1-1-61,,,,34.65817441,135.4906794,
872,E2710002816121,デイケアセンター　夢の希,大阪府大阪市浪速区浪速東1-8-14,,,要配慮者,34.65811086,135.4892069,
